-3.000000,9.000000
-2.995000,8.970025
-2.990000,8.940100
-2.985000,8.910225
-2.980000,8.880400
-2.975000,8.850625
-2.970000,8.820900
-2.965000,8.791225
-2.960000,8.761600
-2.955000,8.732025
-2.950000,8.702500
-2.945000,8.673025
-2.940000,8.643600
-2.935000,8.614225
-2.930000,8.584900
-2.925000,8.555625
-2.920000,8.526400
-2.915000,8.497225
-2.910000,8.468100
-2.905000,8.439025
-2.900000,8.410000
-2.895000,8.381025
-2.890000,8.352100
-2.885000,8.323225
-2.880000,8.294400
-2.875000,8.265625
-2.870000,8.236900
-2.865000,8.208225
-2.860000,8.179600
-2.855000,8.151025
-2.850000,8.122500
-2.845000,8.094025
-2.840000,8.065600
-2.835000,8.037225
-2.830000,8.008900
-2.825000,7.980625
-2.820000,7.952400
-2.815000,7.924225
-2.810000,7.896100
-2.805000,7.868025
-2.800000,7.840000
-2.795000,7.812025
-2.790000,7.784100
-2.785000,7.756225
-2.780000,7.728400
-2.775000,7.700625
-2.770000,7.672900
-2.765000,7.645225
-2.760000,7.617600
-2.755000,7.590025
-2.750000,7.562500
-2.745000,7.535025
-2.740000,7.507600
-2.735000,7.480225
-2.730000,7.452900
-2.725000,7.425625
-2.720000,7.398400
-2.715000,7.371225
-2.710000,7.344100
-2.705000,7.317025
-2.700000,7.290000
-2.695000,7.263025
-2.690000,7.236100
-2.685000,7.209225
-2.680000,7.182400
-2.675000,7.155625
-2.670000,7.128900
-2.665000,7.102225
-2.660000,7.075600
-2.655000,7.049025
-2.650000,7.022500
-2.645000,6.996025
-2.640000,6.969600
-2.635000,6.943225
-2.630000,6.916900
-2.625000,6.890625
-2.620000,6.864400
-2.615000,6.838225
-2.610000,6.812100
-2.605000,6.786025
-2.600000,6.760000
-2.595000,6.734025
-2.590000,6.708100
-2.585000,6.682225
-2.580000,6.656400
-2.575000,6.630625
-2.570000,6.604900
-2.565000,6.579225
-2.560000,6.553600
-2.555000,6.528025
-2.550000,6.502500
-2.545000,6.477025
-2.540000,6.451600
-2.535000,6.426225
-2.530000,6.400900
-2.525000,6.375625
-2.520000,6.350400
-2.515000,6.325225
-2.510000,6.300100
-2.505000,6.275025
-2.500000,6.250000
-2.495000,6.225025
-2.490000,6.200100
-2.485000,6.175225
-2.480000,6.150400
-2.475000,6.125625
-2.470000,6.100900
-2.465000,6.076225
-2.460000,6.051600
-2.455000,6.027025
-2.450000,6.002500
-2.445000,5.978025
-2.440000,5.953600
-2.435000,5.929225
-2.430000,5.904900
-2.425000,5.880625
-2.420000,5.856400
-2.415000,5.832225
-2.410000,5.808100
-2.405000,5.784025
-2.400000,5.760000
-2.395000,5.736025
-2.390000,5.712100
-2.385000,5.688225
