0.000000,0.000000
0.000000,-0.000000
0.011000,0.314643
0.011000,-0.314643
0.022000,0.444972
0.022000,-0.444972
0.033000,0.544977
0.033000,-0.544977
0.044000,0.629285
0.044000,-0.629285
0.055000,0.703562
0.055000,-0.703562
0.066000,0.770714
0.066000,-0.770714
0.077000,0.832466
0.077000,-0.832466
0.088000,0.889944
0.088000,-0.889944
0.099000,0.943928
0.099000,-0.943928
0.110000,0.994987
0.110000,-0.994987
0.121000,1.043552
0.121000,-1.043552
0.132000,1.089954
0.132000,-1.089954
0.143000,1.134460
0.143000,-1.134460
0.154000,1.177285
0.154000,-1.177285
0.165000,1.218606
0.165000,-1.218606
0.176000,1.258571
0.176000,-1.258571
0.187000,1.297305
0.187000,-1.297305
0.198000,1.334916
0.198000,-1.334916
0.209000,1.371496
0.209000,-1.371496
0.220000,1.407125
0.220000,-1.407125
0.231000,1.441874
0.231000,-1.441874
0.242000,1.475805
0.242000,-1.475805
0.253000,1.508973
0.253000,-1.508973
0.264000,1.541428
0.264000,-1.541428
0.275000,1.573213
0.275000,-1.573213
0.286000,1.604369
0.286000,-1.604369
0.297000,1.634931
0.297000,-1.634931
0.308000,1.664932
0.308000,-1.664932
0.319000,1.694403
0.319000,-1.694403
0.330000,1.723369
0.330000,-1.723369
0.341000,1.751856
0.341000,-1.751856
0.352000,1.779888
0.352000,-1.779888
0.363000,1.807484
0.363000,-1.807484
0.374000,1.834666
0.374000,-1.834666
0.385000,1.861451
0.385000,-1.861451
0.396000,1.887856
0.396000,-1.887856
0.407000,1.913897
0.407000,-1.913897
0.418000,1.939588
0.418000,-1.939588
0.429000,1.964943
0.429000,-1.964943
0.440000,1.989975
0.440000,-1.989975
0.451000,2.014696
0.451000,-2.014696
0.462000,2.039117
0.462000,-2.039117
0.473000,2.063250
0.473000,-2.063250
0.484000,2.087103
0.484000,-2.087103
0.495000,2.110687
0.495000,-2.110687
0.506000,2.134010
0.506000,-2.134010
0.517000,2.157081
0.517000,-2.157081
0.528000,2.179908
0.528000,-2.179908
0.539000,2.202499
0.539000,-2.202499
0.550000,2.224860
0.550000,-2.224860
0.561000,2.246998
0.561000,-2.246998
0.572000,2.268920
0.572000,-2.268920
0.583000,2.290633
0.583000,-2.290633
0.594000,2.312142
0.594000,-2.312142
0.605000,2.333452
0.605000,-2.333452
0.616000,2.354570
0.616000,-2.354570
0.627000,2.375500
0.627000,-2.375500
0.638000,2.396247
0.638000,-2.396247
0.649000,2.416816
0.649000,-2.416816
0.660000,2.437212
0.660000,-2.437212
0.671000,2.457438
0.671000,-2.457438
0.682000,2.477499
0.682000,-2.477499
0.693000,2.497399
0.693000,-2.497399
0.704000,2.517141
0.704000,-2.517141
0.715000,2.536730
0.715000,-2.536730
0.726000,2.556169
0.726000,-2.556169
0.737000,2.575461
0.737000,-2.575461
0.748000,2.594610
0.748000,-2.594610
0.759000,2.613618
0.759000,-2.613618
0.770000,2.632489
0.770000,-2.632489
0.781000,2.651226
0.781000,-2.651226
0.792000,2.669831
0.792000,-2.669831
0.803000,2.688308
0.803000,-2.688308
0.814000,2.706658
0.814000,-2.706658
0.825000,2.724885
0.825000,-2.724885
0.836000,2.742991
0.836000,-2.742991
0.847000,2.760978
0.847000,-2.760978
0.858000,2.778849
0.858000,-2.778849
0.869000,2.796605
0.869000,-2.796605
0.880000,2.814249
0.880000,-2.814249
0.891000,2.831784
0.891000,-2.831784
0.902000,2.849210
0.902000,-2.849210
0.913000,2.866531
0.913000,-2.866531
0.924000,2.883748
0.924000,-2.883748
0.935000,2.900862
0.935000,-2.900862
0.946000,2.917876
0.946000,-2.917876
0.957000,2.934791
0.957000,-2.934791
0.968000,2.951610
0.968000,-2.951610
0.979000,2.968333
0.979000,-2.968333
0.990000,2.984962
0.990000,-2.984962
1.001000,3.001500
1.001000,-3.001500
1.012000,3.017946
1.012000,-3.017946
1.023000,3.034304
1.023000,-3.034304
1.034000,3.050574
1.034000,-3.050574
1.045000,3.066757
1.045000,-3.066757
1.056000,3.082856
1.056000,-3.082856
1.067000,3.098871
1.067000,-3.098871
1.078000,3.114803
1.078000,-3.114803
1.089000,3.130655
1.089000,-3.130655
1.100000,3.146427
1.100000,-3.146427
1.111000,3.162120
1.111000,-3.162120
1.122000,3.177735
1.122000,-3.177735
1.133000,3.193274
1.133000,-3.193274
1.144000,3.208738
1.144000,-3.208738
1.155000,3.224128
1.155000,-3.224128
1.166000,3.239444
1.166000,-3.239444
1.177000,3.254689
1.177000,-3.254689
1.188000,3.269862
1.188000,-3.269862
1.199000,3.284966
1.199000,-3.284966
1.210000,3.300000
1.210000,-3.300000
1.221000,3.314966
1.221000,-3.314966
1.232000,3.329865
1.232000,-3.329865
1.243000,3.344697
1.243000,-3.344697
1.254000,3.359464
1.254000,-3.359464
1.265000,3.374167
1.265000,-3.374167
1.276000,3.388805
1.276000,-3.388805
1.287000,3.403381
1.287000,-3.403381
1.298000,3.417894
1.298000,-3.417894
1.309000,3.432346
1.309000,-3.432346
1.320000,3.446738
1.320000,-3.446738
1.331000,3.461069
1.331000,-3.461069
1.342000,3.475342
1.342000,-3.475342
1.353000,3.489556
1.353000,-3.489556
1.364000,3.503712
1.364000,-3.503712
1.375000,3.517812
1.375000,-3.517812
1.386000,3.531855
1.386000,-3.531855
1.397000,3.545843
1.397000,-3.545843
1.408000,3.559775
1.408000,-3.559775
1.419000,3.573654
1.419000,-3.573654
1.430000,3.587478
1.430000,-3.587478
1.441000,3.601250
1.441000,-3.601250
1.452000,3.614969
1.452000,-3.614969
1.463000,3.628636
1.463000,-3.628636
1.474000,3.642252
1.474000,-3.642252
1.485000,3.655817
1.485000,-3.655817
1.496000,3.669332
1.496000,-3.669332
1.507000,3.682798
1.507000,-3.682798
1.518000,3.696214
1.518000,-3.696214
1.529000,3.709582
1.529000,-3.709582
1.540000,3.722902
1.540000,-3.722902
1.551000,3.736175
1.551000,-3.736175
1.562000,3.749400
1.562000,-3.749400
1.573000,3.762579
1.573000,-3.762579
1.584000,3.775712
1.584000,-3.775712
1.595000,3.788799
1.595000,-3.788799
1.606000,3.801842
1.606000,-3.801842
1.617000,3.814839
1.617000,-3.814839
1.628000,3.827793
1.628000,-3.827793
1.639000,3.840703
1.639000,-3.840703
1.650000,3.853570
1.650000,-3.853570
1.661000,3.866394
1.661000,-3.866394
1.672000,3.879175
1.672000,-3.879175
1.683000,3.891915
1.683000,-3.891915
1.694000,3.904613
1.694000,-3.904613
